keggMetaboliteID	metaboliteName	pathwayEntry	pathwayName	pathwayClass	type
C02262	D-Galactosamine	hsa00052	Galactose metabolism	Metabolism; Carbohydrate metabolism	metabolite
C02669	D-Galactono-1,5-lactone	hsa00052	Galactose metabolism	Metabolism; Carbohydrate metabolism	metabolite
C03383	D-Galactono-1,4-lactone	hsa00052	Galactose metabolism	Metabolism; Carbohydrate metabolism	metabolite
C03733	UDP-alpha-D-galactofuranose	hsa00052	Galactose metabolism	Metabolism; Carbohydrate metabolism	metabolite
C03785	D-Tagatose 1,6-bisphosphate	hsa00052	Galactose metabolism	Metabolism; Carbohydrate metabolism	metabolite
C05396	Lactose 6'-phosphate	hsa00052	Galactose metabolism	Metabolism; Carbohydrate metabolism	metabolite
C05399	Melibiitol	hsa00052	Galactose metabolism	Metabolism; Carbohydrate metabolism	metabolite
C05400	Epimelibiose	hsa00052	Galactose metabolism	Metabolism; Carbohydrate metabolism	metabolite
C05401	3-beta-D-Galactosyl-sn-glycerol	hsa00052	Galactose metabolism	Metabolism; Carbohydrate metabolism	metabolite
C05402	Melibiose	hsa00052	Galactose metabolism	Metabolism; Carbohydrate metabolism	metabolite
C05404	D-Gal alpha 1->6D-Gal alpha 1->6D-Glucose	hsa00052	Galactose metabolism	Metabolism; Carbohydrate metabolism	metabolite
C05796	Galactan	hsa00052	Galactose metabolism	Metabolism; Carbohydrate metabolism	metabolite
C06311	Galactitol 1-phosphate	hsa00052	Galactose metabolism	Metabolism; Carbohydrate metabolism	metabolite
C06376	N-Acetyl-D-galactosamine 6-phosphate	hsa00052	Galactose metabolism	Metabolism; Carbohydrate metabolism	metabolite
C06377	D-Galactosamine 6-phosphate	hsa00052	Galactose metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00022	Pyruvate	hsa00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00026	2-Oxoglutarate	hsa00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00029	UDP-glucose	hsa00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00072	Ascorbate	hsa00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00096	GDP-mannose	hsa00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00137	myo-Inositol	hsa00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00167	UDP-glucuronate	hsa00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00191	D-Glucuronate	hsa00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00231	D-Xylulose 5-phosphate	hsa00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00259	L-Arabinose	hsa00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00333	D-Galacturonate	hsa00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00433	2,5-Dioxopentanoate	hsa00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00545	L-Arabinonate	hsa00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00558	D-Tagaturonate	hsa00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00618	3-Dehydro-L-gulonate	hsa00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00679	5-Dehydro-4-deoxy-D-glucarate	hsa00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00684	2-Dehydro-3-deoxy-L-arabinonate	hsa00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00800	L-Gulonate	hsa00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00818	D-Glucarate	hsa00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00879	D-Galactarate	hsa00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism	metabolite
C01040	L-Gulono-1,4-lactone	hsa00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism	metabolite
C01041	Monodehydroascorbate	hsa00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism	metabolite
C01101	L-Ribulose 5-phosphate	hsa00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism	metabolite
C01114	L-Arabinono-1,4-lactone	hsa00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism	metabolite
C01115	L-Galactono-1,4-lactone	hsa00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism	metabolite
C01146	2-Hydroxy-3-oxopropanoate	hsa00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism	metabolite
C01620	Threonate	hsa00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism	metabolite
C01825	L-Galactose	hsa00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism	metabolite
C02280	GDP-L-galactose	hsa00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism	metabolite
C02670	D-Glucuronolactone	hsa00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism	metabolite
C03064	3-Dehydro-L-threonate	hsa00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism	metabolite
C03289	L-xylo-Hexulonolactone	hsa00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism	metabolite
C03291	L-Xylulose 5-phosphate	hsa00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism	metabolite
C03921	2-Dehydro-3-deoxy-D-glucarate	hsa00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism	metabolite
C04575	(4R,5S)-4,5,6-Trihydroxy-2,3-dioxohexanoate	hsa00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism	metabolite
C05385	D-Glucuronate 1-phosphate	hsa00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism	metabolite
C05411	L-Xylonate	hsa00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism	metabolite
C05412	L-Lyxonate	hsa00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism	metabolite
C05422	Dehydroascorbate	hsa00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism	metabolite
C14899	3-Dehydro-L-gulonate 6-phosphate	hsa00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism	metabolite
C15923	L-Gulose	hsa00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism	metabolite
C15924	L-Gulose 1-phosphate	hsa00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism	metabolite
C15925	GDP-L-gulose	hsa00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism	metabolite
C15926	beta-L-Galactose 1-phosphate	hsa00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism	metabolite
C15930	L-Galactonate	hsa00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism	metabolite
C16186	L-Ascorbate 6-phosphate	hsa00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism	metabolite
C20889	D-Galactaro-1,5-lactone	hsa00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism	metabolite
C20896	D-Galactaro-1,4-lactone	hsa00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism	metabolite
C21955	L-Galactono-1,5-lactone	hsa00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00029	UDP-glucose	hsa00500	Starch and sucrose metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00031	D-Glucose	hsa00500	Starch and sucrose metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00085	D-Fructose 6-phosphate	hsa00500	Starch and sucrose metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00089	Sucrose	hsa00500	Starch and sucrose metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00092	D-Glucose 6-phosphate	hsa00500	Starch and sucrose metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00095	D-Fructose	hsa00500	Starch and sucrose metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00103	D-Glucose 1-phosphate	hsa00500	Starch and sucrose metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00185	Cellobiose	hsa00500	Starch and sucrose metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00208	Maltose	hsa00500	Starch and sucrose metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00252	Isomaltose	hsa00500	Starch and sucrose metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00369	Starch	hsa00500	Starch and sucrose metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00372	Dextran	hsa00500	Starch and sucrose metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00394	GDP-glucose	hsa00500	Starch and sucrose metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00498	ADP-glucose	hsa00500	Starch and sucrose metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00501	CDP-glucose	hsa00500	Starch and sucrose metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00663	beta-D-Glucose 1-phosphate	hsa00500	Starch and sucrose metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00689	alpha,alpha'-Trehalose 6-phosphate	hsa00500	Starch and sucrose metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00718	Amylose	hsa00500	Starch and sucrose metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00721	Dextrin	hsa00500	Starch and sucrose metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00760	Cellulose	hsa00500	Starch and sucrose metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00963	beta-D-Glucoside	hsa00500	Starch and sucrose metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00965	1,3-beta-D-Glucan	hsa00500	Starch and sucrose metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00973	Cyclomaltodextrin	hsa00500	Starch and sucrose metabolism	Metabolism; Carbohydrate metabolism	metabolite
C01083	alpha,alpha-Trehalose	hsa00500	Starch and sucrose metabolism	Metabolism; Carbohydrate metabolism	metabolite
C01231	alpha-D-Glucose 1,6-bisphosphate	hsa00500	Starch and sucrose metabolism	Metabolism; Carbohydrate metabolism	metabolite
C01725	Levanbiose	hsa00500	Starch and sucrose metabolism	Metabolism; Carbohydrate metabolism	metabolite
C01898	Cellodextrin	hsa00500	Starch and sucrose metabolism	Metabolism; Carbohydrate metabolism	metabolite
C01935	Maltodextrin	hsa00500	Starch and sucrose metabolism	Metabolism; Carbohydrate metabolism	metabolite
C02591	Sucrose 6'-phosphate	hsa00500	Starch and sucrose metabolism	Metabolism; Carbohydrate metabolism	metabolite
C02995	Maltose 6'-phosphate	hsa00500	Starch and sucrose metabolism	Metabolism; Carbohydrate metabolism	metabolite
C03323	(2,1-beta-D-Fructosyl)n	hsa00500	Starch and sucrose metabolism	Metabolism; Carbohydrate metabolism	metabolite
C04534	6-Phospho-beta-D-glucosyl-(1,4)-D-glucose	hsa00500	Starch and sucrose metabolism	Metabolism; Carbohydrate metabolism	metabolite
C05731	3-Ketosucrose	hsa00500	Starch and sucrose metabolism	Metabolism; Carbohydrate metabolism	metabolite
C06215	Levan	hsa00500	Starch and sucrose metabolism	Metabolism; Carbohydrate metabolism	metabolite
C06400	1-alpha-D-[(1->4)-alpha-D-Glucosyl](n-1)-alpha-D-glucopyranoside	hsa00500	Starch and sucrose metabolism	Metabolism; Carbohydrate metabolism	metabolite
C16688	Sucrose 6-phosphate	hsa00500	Starch and sucrose metabolism	Metabolism; Carbohydrate metabolism	metabolite
C20237	alpha-Maltose 1-phosphate	hsa00500	Starch and sucrose metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00029	UDP-glucose	hsa00520	Amino sugar and nucleotide sugar metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00031	D-Glucose	hsa00520	Amino sugar and nucleotide sugar metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00043	UDP-N-acetyl-alpha-D-glucosamine	hsa00520	Amino sugar and nucleotide sugar metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00052	UDP-alpha-D-galactose	hsa00520	Amino sugar and nucleotide sugar metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00096	GDP-mannose	hsa00520	Amino sugar and nucleotide sugar metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00103	D-Glucose 1-phosphate	hsa00520	Amino sugar and nucleotide sugar metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00128	CMP-N-acetylneuraminate	hsa00520	Amino sugar and nucleotide sugar metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00140	N-Acetyl-D-glucosamine	hsa00520	Amino sugar and nucleotide sugar metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00159	D-Mannose	hsa00520	Amino sugar and nucleotide sugar metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00167	UDP-glucuronate	hsa00520	Amino sugar and nucleotide sugar metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00181	D-Xylose	hsa00520	Amino sugar and nucleotide sugar metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00190	UDP-D-xylose	hsa00520	Amino sugar and nucleotide sugar metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00191	D-Glucuronate	hsa00520	Amino sugar and nucleotide sugar metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00203	UDP-N-acetyl-D-galactosamine	hsa00520	Amino sugar and nucleotide sugar metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00259	L-Arabinose	hsa00520	Amino sugar and nucleotide sugar metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00267	alpha-D-Glucose	hsa00520	Amino sugar and nucleotide sugar metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00270	N-Acetylneuraminate	hsa00520	Amino sugar and nucleotide sugar metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00275	D-Mannose 6-phosphate	hsa00520	Amino sugar and nucleotide sugar metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00325	GDP-L-fucose	hsa00520	Amino sugar and nucleotide sugar metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00329	D-Glucosamine	hsa00520	Amino sugar and nucleotide sugar metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00333	D-Galacturonate	hsa00520	Amino sugar and nucleotide sugar metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00352	D-Glucosamine 6-phosphate	hsa00520	Amino sugar and nucleotide sugar metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00357	N-Acetyl-D-glucosamine 6-phosphate	hsa00520	Amino sugar and nucleotide sugar metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00394	GDP-glucose	hsa00520	Amino sugar and nucleotide sugar metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00446	alpha-D-Galactose 1-phosphate	hsa00520	Amino sugar and nucleotide sugar metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00461	Chitin	hsa00520	Amino sugar and nucleotide sugar metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00498	ADP-glucose	hsa00520	Amino sugar and nucleotide sugar metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00501	CDP-glucose	hsa00520	Amino sugar and nucleotide sugar metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00617	UDP-D-galacturonate	hsa00520	Amino sugar and nucleotide sugar metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00636	D-Mannose 1-phosphate	hsa00520	Amino sugar and nucleotide sugar metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00645	N-Acetyl-D-mannosamine	hsa00520	Amino sugar and nucleotide sugar metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00668	alpha-D-Glucose 6-phosphate	hsa00520	Amino sugar and nucleotide sugar metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00714	Pectin	hsa00520	Amino sugar and nucleotide sugar metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00734	Chitosan	hsa00520	Amino sugar and nucleotide sugar metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00935	UDP-L-arabinose	hsa00520	Amino sugar and nucleotide sugar metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00976	GDP-D-mannuronate	hsa00520	Amino sugar and nucleotide sugar metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00984	alpha-D-Galactose	hsa00520	Amino sugar and nucleotide sugar metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00996	Ferricytochrome b5	hsa00520	Amino sugar and nucleotide sugar metabolism	Metabolism; Carbohydrate metabolism	metabolite
C00999	Ferrocytochrome b5	hsa00520	Amino sugar and nucleotide sugar metabolism	Metabolism; Carbohydrate metabolism	metabolite
C01019	6-Deoxy-L-galactose	hsa00520	Amino sugar and nucleotide sugar metabolism	Metabolism; Carbohydrate metabolism	metabolite
C01050	UDP-N-acetylmuramate	hsa00520	Amino sugar and nucleotide sugar metabolism	Metabolism; Carbohydrate metabolism	metabolite
C01170	UDP-N-acetyl-D-mannosamine	hsa00520	Amino sugar and nucleotide sugar metabolism	Metabolism; Carbohydrate metabolism	metabolite
C01219	CDP-4-dehydro-6-deoxy-D-glucose	hsa00520	Amino sugar and nucleotide sugar metabolism	Metabolism; Carbohydrate metabolism	metabolite
C01222	GDP-4-dehydro-6-deoxy-D-mannose	hsa00520	Amino sugar and nucleotide sugar metabolism	Metabolism; Carbohydrate metabolism	metabolite
C01623	UDP-apiose	hsa00520	Amino sugar and nucleotide sugar metabolism	Metabolism; Carbohydrate metabolism	metabolite
C01674	Chitobiose	hsa00520	Amino sugar and nucleotide sugar metabolism	Metabolism; Carbohydrate metabolism	metabolite
C01788	CDP-abequose	hsa00520	Amino sugar and nucleotide sugar metabolism	Metabolism; Carbohydrate metabolism	metabolite
C02199	UDP-L-rhamnose	hsa00520	Amino sugar and nucleotide sugar metabolism	Metabolism; Carbohydrate metabolism	metabolite
C02280	GDP-L-galactose	hsa00520	Amino sugar and nucleotide sugar metabolism	Metabolism; Carbohydrate metabolism	metabolite
C02330	UDP-L-iduronate	hsa00520	Amino sugar and nucleotide sugar metabolism	Metabolism; Carbohydrate metabolism	metabolite
C02336	beta-D-Fructose	hsa00520	Amino sugar and nucleotide sugar metabolism	Metabolism; Carbohydrate metabolism	metabolite
C02352	1,4-beta-D-Xylan	hsa00520	Amino sugar and nucleotide sugar metabolism	Metabolism; Carbohydrate metabolism	metabolite
C02474	Arabinan	hsa00520	Amino sugar and nucleotide sugar metabolism	Metabolism; Carbohydrate metabolism	metabolite
C02713	N-Acetylmuramate	hsa00520	Amino sugar and nucleotide sugar metabolism	Metabolism; Carbohydrate metabolism	metabolite
C02977	GDP-6-deoxy-D-talose	hsa00520	Amino sugar and nucleotide sugar metabolism	Metabolism; Carbohydrate metabolism	metabolite
C02985	L-Fucose 1-phosphate	hsa00520	Amino sugar and nucleotide sugar metabolism	Metabolism; Carbohydrate metabolism	metabolite
C03117	GDP-6-deoxy-D-mannose	hsa00520	Amino sugar and nucleotide sugar metabolism	Metabolism; Carbohydrate metabolism	metabolite
C03410	N-Glycoloyl-neuraminate	hsa00520	Amino sugar and nucleotide sugar metabolism	Metabolism; Carbohydrate metabolism	metabolite
C03598	CDP-3,6-dideoxy-D-glucose	hsa00520	Amino sugar and nucleotide sugar metabolism	Metabolism; Carbohydrate metabolism	metabolite
C03599	CDP-3,6-dideoxy-D-mannose	hsa00520	Amino sugar and nucleotide sugar metabolism	Metabolism; Carbohydrate metabolism	metabolite
C03691	CMP-N-glycoloylneuraminate	hsa00520	Amino sugar and nucleotide sugar metabolism	Metabolism; Carbohydrate metabolism	metabolite
